"tmp";"jaar";"herkomst";"geslacht";"leeftijd";"percentage";"aantal"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"45 tot 55 jaar";"422";"5.63"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"55 tot 65 jaar";"575";"14.44"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"65 tot 75 jaar";"246";"21.93"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"75 of ouder";"57";"19.79"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"Totaal alle leeftijden";"2572";"3.75"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"0 tot 15 jaar";"30";"0.18"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"15 tot 25 jaar";"50";"0.36"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"25 tot 35 jaar";"118";"0.95"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"35 tot 45 jaar";"286";"2.84"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"45 tot 55 jaar";"689";"8.48"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"55 tot 65 jaar";"793";"17.12"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"65 tot 75 jaar";"420";"24.46"
"A10 Diabetesmiddelen";"2006";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"75 of ouder";"186";"26.05"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"13919";"2.28"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"153";"0.09"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"257";"0.23"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"621";"0.54"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2245";"2.07"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"4480";"6.64"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"3620";"14.21"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"1832";"20.63"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Totaal Mannen en vrouwen";"75 of ouder";"711";"19.21"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"Totaal alle leeftijden";"7743";"2.47"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"0 tot 15 jaar";"72";"0.08"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"15 tot 25 jaar";"127";"0.22"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"25 tot 35 jaar";"278";"0.50"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"35 tot 45 jaar";"1286";"2.27"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"45 tot 55 jaar";"2691";"7.51"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"55 tot 65 jaar";"2031";"14.98"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"65 tot 75 jaar";"954";"20.99"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Mannen";"75 of ouder";"304";"21.05"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"Totaal alle leeftijden";"6176";"2.08"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"0 tot 15 jaar";"81";"0.10"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"15 tot 25 jaar";"130";"0.24"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"25 tot 35 jaar";"343";"0.58"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"35 tot 45 jaar";"959";"1.85"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"45 tot 55 jaar";"1789";"5.65"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"55 tot 65 jaar";"1589";"13.32"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"65 tot 75 jaar";"878";"20.25"
"A10 Diabetesmiddelen";"2006";"Overig niet-westers";"Vrouwen";"75 of ouder";"407";"18.02"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"96541";"5.71"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"86";"0.10"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"431";"0.22"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"2250";"0.62"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"9855";"2.45"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"21646";"7.58"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"28956";"15.40"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"22374";"21.41"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"75 of ouder";"10943";"17.46"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"Totaal alle leeftijden";"46869";"5.71"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"0 tot 15 jaar";"37";"0.08"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"15 tot 25 jaar";"205";"0.21"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"25 tot 35 jaar";"950";"0.56"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"35 tot 45 jaar";"4906";"2.41"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"45 tot 55 jaar";"10538";"7.56"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"55 tot 65 jaar";"15029";"15.87"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"65 tot 75 jaar";"11566";"21.77"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Mannen";"75 of ouder";"3638";"18.37"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"Totaal alle leeftijden";"49672";"5.72"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"0 tot 15 jaar";"49";"0.12"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"15 tot 25 jaar";"226";"0.22"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"25 tot 35 jaar";"1300";"0.67"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"35 tot 45 jaar";"4949";"2.49"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"45 tot 55 jaar";"11108";"7.60"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"55 tot 65 jaar";"13927";"14.92"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"65 tot 75 jaar";"10808";"21.05"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 1e generatie";"Vrouwen";"75 of ouder";"7305";"17.04"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"33469";"2.10"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"741";"0.12"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"964";"0.34"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"1296";"0.68"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"1982";"1.24"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"3874";"3.04"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"8022";"7.15"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"10030";"12.25"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"75 of ouder";"6560";"14.81"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"Totaal alle leeftijden";"17386";"2.15"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"0 tot 15 jaar";"374";"0.12"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"15 tot 25 jaar";"461";"0.32"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"25 tot 35 jaar";"647";"0.66"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"35 tot 45 jaar";"1053";"1.30"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"45 tot 55 jaar";"2329";"3.60"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"55 tot 65 jaar";"4825";"8.46"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"65 tot 75 jaar";"5123";"13.00"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Mannen";"75 of ouder";"2574";"14.89"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"Totaal alle leeftijden";"16083";"2.04"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"0 tot 15 jaar";"367";"0.13"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"15 tot 25 jaar";"503";"0.36"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"25 tot 35 jaar";"649";"0.70"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"35 tot 45 jaar";"929";"1.18"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"45 tot 55 jaar";"1545";"2.46"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"55 tot 65 jaar";"3197";"5.79"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"65 tot 75 jaar";"4907";"11.55"
"A10 Diabetesmiddelen";"2006";"Allochtoon, 2e generatie";"Vrouwen";"75 of ouder";"3986";"14.75"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"651419";"3.90"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"4085";"0.14"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"6684";"0.33"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"12379";"0.60"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"35855";"1.37"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"81930";"3.39"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"159880";"7.59"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"170185";"12.70"
"A10 Diabetesmiddelen";"2007";"Totaal";"Totaal Mannen en vrouwen";"75 of ouder";"180421";"15.19"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"Totaal alle leeftijden";"323135";"3.91"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"0 tot 15 jaar";"2053";"0.14"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"15 tot 25 jaar";"3366";"0.33"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"25 tot 35 jaar";"6044";"0.58"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"35 tot 45 jaar";"19298";"1.46"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"45 tot 55 jaar";"46052";"3.78"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"55 tot 65 jaar";"91219";"8.59"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"65 tot 75 jaar";"87415";"13.53"
"A10 Diabetesmiddelen";"2007";"Totaal";"Mannen";"75 of ouder";"67688";"15.19"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"Totaal alle leeftijden";"328284";"3.90"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"0 tot 15 jaar";"2032";"0.14"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"15 tot 25 jaar";"3318";"0.34"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"25 tot 35 jaar";"6335";"0.62"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"35 tot 45 jaar";"16557";"1.29"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"45 tot 55 jaar";"35878";"3.00"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"55 tot 65 jaar";"68661";"6.57"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"65 tot 75 jaar";"82770";"11.93"
"A10 Diabetesmiddelen";"2007";"Totaal";"Vrouwen";"75 of ouder";"112733";"15.19"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"514106";"3.85"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"3201";"0.14"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"5224";"0.34"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"8847";"0.59"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"23817";"1.17"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"55295";"2.78"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"121123";"6.74"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"135375";"11.81"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"161224";"14.99"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"Totaal alle leeftijden";"254984";"3.85"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"0 tot 15 jaar";"1609";"0.14"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"15 tot 25 jaar";"2654";"0.34"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"25 tot 35 jaar";"4446";"0.58"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"35 tot 45 jaar";"13214";"1.27"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"45 tot 55 jaar";"32504";"3.22"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"55 tot 65 jaar";"70650";"7.79"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"65 tot 75 jaar";"69267";"12.60"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Mannen";"75 of ouder";"60640";"14.95"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"Totaal alle leeftijden";"259122";"3.84"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"0 tot 15 jaar";"1592";"0.14"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"15 tot 25 jaar";"2570";"0.35"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"25 tot 35 jaar";"4401";"0.60"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"35 tot 45 jaar";"10603";"1.05"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"45 tot 55 jaar";"22791";"2.32"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"55 tot 65 jaar";"50473";"5.67"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"65 tot 75 jaar";"66108";"11.08"
"A10 Diabetesmiddelen";"2007";"Autochtoon";"Vrouwen";"75 of ouder";"100584";"15.01"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"137313";"4.13"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"884";"0.13"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1460";"0.30"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"3532";"0.63"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"12038";"2.13"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"26635";"6.27"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"38757";"12.56"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"34810";"17.99"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"19197";"17.15"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"Totaal alle leeftijden";"68151";"4.14"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"0 tot 15 jaar";"444";"0.13"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"15 tot 25 jaar";"712";"0.29"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"25 tot 35 jaar";"1598";"0.59"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"35 tot 45 jaar";"6084";"2.14"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"45 tot 55 jaar";"13548";"6.45"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"55 tot 65 jaar";"20569";"13.29"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"65 tot 75 jaar";"18148";"18.82"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Mannen";"75 of ouder";"7048";"17.67"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"Totaal alle leeftijden";"69162";"4.12"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"0 tot 15 jaar";"440";"0.13"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"15 tot 25 jaar";"748";"0.31"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"25 tot 35 jaar";"1934";"0.67"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"35 tot 45 jaar";"5954";"2.12"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"45 tot 55 jaar";"13087";"6.09"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"55 tot 65 jaar";"18188";"11.84"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"65 tot 75 jaar";"16662";"17.17"
"A10 Diabetesmiddelen";"2007";"Totaal allochtoon";"Vrouwen";"75 of ouder";"12149";"16.86"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"61909";"4.11"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"199";"0.10"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"375";"0.23"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"882";"0.40"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2629";"1.03"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"6959";"3.10"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"16466";"7.88"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"19271";"13.44"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"15128";"15.58"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"Totaal alle leeftijden";"30776";"4.26"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"0 tot 15 jaar";"91";"0.09"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"15 tot 25 jaar";"194";"0.25"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"25 tot 35 jaar";"410";"0.39"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"35 tot 45 jaar";"1355";"1.10"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"45 tot 55 jaar";"3887";"3.59"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"55 tot 65 jaar";"9527";"9.14"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"65 tot 75 jaar";"9867";"14.28"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Mannen";"75 of ouder";"5445";"16.04"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"Totaal alle leeftijden";"31133";"3.98"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"0 tot 15 jaar";"108";"0.11"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"15 tot 25 jaar";"181";"0.22"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"25 tot 35 jaar";"472";"0.40"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"35 tot 45 jaar";"1274";"0.98"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"45 tot 55 jaar";"3072";"2.64"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"55 tot 65 jaar";"6939";"6.63"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"65 tot 75 jaar";"9404";"12.66"
"A10 Diabetesmiddelen";"2007";"Westerse allochtoon";"Vrouwen";"75 of ouder";"9683";"15.33"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"75404";"4.14"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"685";"0.14"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1085";"0.33"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"2650";"0.79"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"9409";"3.02"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"19676";"9.84"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"22291";"22.38"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"15539";"31.00"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"4069";"27.40"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"Totaal alle leeftijden";"37375";"4.04"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"0 tot 15 jaar";"353";"0.14"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"15 tot 25 jaar";"518";"0.31"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"25 tot 35 jaar";"1188";"0.72"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"35 tot 45 jaar";"4729";"2.93"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"45 tot 55 jaar";"9661";"9.49"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"55 tot 65 jaar";"11042";"21.85"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"65 tot 75 jaar";"8281";"30.26"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Mannen";"75 of ouder";"1603";"26.96"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"Totaal alle leeftijden";"38029";"4.24"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"0 tot 15 jaar";"332";"0.14"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"15 tot 25 jaar";"567";"0.35"
