"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Politieregio";"Perioden";"Cijfersoort";"Waarde eenheid";"Waarde"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gelderland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"5.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Utrecht (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Utrecht (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Utrecht (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Utrecht (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Noord-Holland-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Noord-Holland-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Noord-Holland-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"8.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Noord-Holland-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zaanstreek-Waterland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zaanstreek-Waterland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zaanstreek-Waterland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zaanstreek-Waterland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Kennemerland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Kennemerland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"4.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Kennemerland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Kennemerland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Amsterdam-Amstelland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"11.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Amsterdam-Amstelland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"11.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Amsterdam-Amstelland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"11.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Amsterdam-Amstelland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"11.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gooi en Vechtstreek (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gooi en Vechtstreek (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gooi en Vechtstreek (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Gooi en Vechtstreek (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Haaglanden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"8.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Haaglanden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"9.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Haaglanden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"9.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Haaglanden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"10.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Hollands Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Hollands Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Hollands Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"7.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Hollands Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Rotterdam-Rijnmond (PO)";"2008";"Waarde";"% 'komt vaak voor'";"8.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"% 'komt vaak voor'";"8.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"% 'komt vaak voor'";"9.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"% 'komt vaak voor'";"9.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zeeland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zeeland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zeeland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Zeeland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Midden- en West-Brabant (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Midden- en West-Brabant (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Midden- en West-Brabant (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Midden- en West-Brabant (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"4.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Zuidoost (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Zuidoost (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Zuidoost (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Brabant-Zuidoost (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"5.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Limburg-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Flevoland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Flevoland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Flevoland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Flevoland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"5.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Nederland";"2008";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Nederland";"2009";"Waarde";"% 'komt vaak voor'";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Nederland";"2010";"Waarde";"% 'komt vaak voor'";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Nederland";"2011";"Waarde";"% 'komt vaak voor'";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Groningen (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Groningen (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Groningen (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Groningen (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Friesland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Friesland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Friesland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Friesland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Drenthe (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Drenthe (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Drenthe (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Drenthe (PO)";"2011";"Waarde";"% 'komt vaak voor'";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"IJsselland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"IJsselland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"IJsselland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"IJsselland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Twente (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Twente (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Twente (PO)";"2010";"Waarde";"% 'komt vaak voor'";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Twente (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord- en Oost-Gelderland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord- en Oost-Gelderland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord- en Oost-Gelderland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"0.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord- en Oost-Gelderland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"0.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gelderland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Utrecht (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Utrecht (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Utrecht (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Utrecht (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord-Holland-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord-Holland-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord-Holland-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Noord-Holland-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zaanstreek-Waterland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zaanstreek-Waterland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zaanstreek-Waterland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zaanstreek-Waterland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Kennemerland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Kennemerland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Kennemerland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Kennemerland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Amsterdam-Amstelland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Amsterdam-Amstelland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Amsterdam-Amstelland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Amsterdam-Amstelland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gooi en Vechtstreek (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gooi en Vechtstreek (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gooi en Vechtstreek (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Gooi en Vechtstreek (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Haaglanden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Haaglanden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Haaglanden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Haaglanden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Hollands Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Hollands Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Hollands Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Hollands Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Rotterdam-Rijnmond (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zeeland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zeeland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zeeland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Zeeland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Midden- en West-Brabant (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Midden- en West-Brabant (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Midden- en West-Brabant (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Midden- en West-Brabant (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Zuidoost (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Zuidoost (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Zuidoost (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Brabant-Zuidoost (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"0.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Limburg-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Flevoland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Flevoland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Flevoland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Bedreiging";"Flevoland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.4"
